Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,04-14 Percentage,Total Enplanements,CY 14 Enplanements,CY 13 Enplanements,CY 12 Enplanements,CY 11 Enplanements,CY 10 Enplanements,CY 09 Boardings,CY 08 Boardings,CY2007 Enplanements,CY 2006 Enplanements,CY 05 Enplanements,CY 04 Enplanements
542,NM,WA,W33,Friday Harbor,Friday Harbor,CS,None,0%,"4,336","4,336",,,,,,,,,,
543,AL,AK,2A3,Larsen Bay,Larsen Bay,CS,None,0%,"29,256","2,595",2336,2585,2753,2597,3009,2933,2944,2699,2581,2224
544,GL,IN,LAF,Lafayette,Purdue University,CS,None,0%,"22,023","2,511",2473,3114,2131,1405,1518,1959,1910,1738,1087,2177
545,NE,ME,70B,Millinocket,Millinocket,GA,None,0%,"19,000","3,000",,,3000,3000,3000,3000,2000,2000,,
546,AL,AK,RSH,Russian Mission,Russian Mission,GA,None,0%,"30,264","2,596",2272,2770,2916,3002,2587,2708,3090,2727,2708,2888
547,EA,PA,AOO,Altoona,Altoona-Blair County,GA,None,0%,"60,013","3,090",3701,3256,4107,4378,6439,11051,4246,6392,6859,6494
548,AL,AK,SMK,St Michael,St Michael,GA,None,0%,"28,497","2,018",2233,2347,2631,2297,2711,3493,3302,2927,2304,2234
549,AL,AK,2C7,Shaktoolik,Shaktoolik,GA,None,0%,"24,156","2,223",2022,2303,2078,2146,1903,2246,2289,2196,2601,2149
550,WP,AS,FAQ,Fitiuta,Fitiuta,GA,None,0%,"2,130",650,,,,,,,,,108,1372
551,SO,AL,BFM,Mobile,Mobile Downtown,GA,None,0%,"7,101","1,412",1387,1038,760,13,793,622,339,238,165,334
552,AL,AK,ELI,Elim,Elim,GA,None,0%,"28,859","2,145",2030,2609,2570,2376,2156,2356,3189,3772,3023,2633
553,CE,KS,DDC,Dodge City,Dodge City Regional,GA,None,0%,"53,494","3,101",5789,6155,4501,3853,3373,4701,5801,6337,5166,4717
554,AL,AK,KTS,Brevig Mission,Brevig Mission,GA,None,0%,"25,222","1,948",1722,2259,2231,2133,2274,2119,2696,3152,2449,2239
555,NM,MT,HVR,Havre,Havre City-County,GA,None,0%,"13,502","2,409",1201,1186,1025,961,744,180,1432,1537,1648,1179
556,AL,AK,KTB,Thorne Bay,Thorne Bay,GA,None,0%,"27,031","2,744",2681,2799,2621,2608,2283,2640,2648,1418,1828,2761
557,AL,AK,KKA,Koyuk,Koyuk Alfred Adams,GA,None,0%,"29,395","2,294",2118,2406,2413,2366,2310,2541,3192,3766,3236,2753
558,EA,NJ,WRI,Wrightstown,McGuire Field (Joint Base McGuire Dix Lakehurst),GA,None,0%,"129,690","7,025",7964,7178,10711,9851,24422,20585,11887,8142,11023,10902
559,EA,WV,BKW,Beckley,Raleigh County Memorial,GA,None,0%,"32,784","3,053",3824,2534,2966,2429,2626,3630,3232,2876,2574,3040
560,NM,MT,GDV,Glendive,Dawson Community,GA,None,0%,"10,475","2,519",703,746,703,427,243,211,985,1126,1633,1179
561,SO,NC,ISO,Kinston,Kinston Regional Jetport at Stallings Field,GA,None,0%,"105,674","3,527",3741,5764,6313,5228,5765,9455,15104,23166,24726,2885
562,NM,CO,CEZ,Cortez,Cortez Municipal,GA,None,0%,"84,544","3,835",8218,7548,6989,6342,7698,8401,10186,9252,8205,7870
563,AL,AK,RBY,Ruby,Ruby,GA,None,0%,"22,934","2,190",2388,1877,2203,1809,1634,1915,2450,2340,2076,2052
564,AL,AK,NUL,Nulato,Nulato,GA,None,0%,"33,171","2,489",2442,2213,2914,3404,2833,2917,3465,3335,3359,3800
565,AL,AK,ATK,Atqasuk,Atqasuk Edward Burnell Sr Memorial,GA,None,0%,"27,145","2,004",2126,2350,2368,2499,2107,2105,2819,2929,3064,2774
566,AL,AK,KAE,Kake,Kake,GA,None,0%,"20,726","1,883",1723,1598,1469,1440,1255,1564,2233,2743,2270,2548
567,WP,AZ,SOW,Show Low,Show Low Regional,GA,None,0%,"51,262","1,899",3759,3852,3996,3080,4470,5325,8840,6286,4860,4895
568,AL,AK,KEB,English Bay,Nanwalek,GA,None,0%,"33,020","2,131",2138,2705,2696,3362,3566,3533,3191,3358,2943,3397
569,AL,AK,AGN,Angoon,Angoon,GA,None,0%,"20,857","1,670",1734,1743,1819,1680,1750,1770,1896,2080,2307,2408
570,AL,AK,AKI,Akiak,Akiak,GA,None,0%,"22,108","2,226",2104,2357,2180,1960,1594,1620,1983,1483,2587,2014
571,AL,AK,AFM,Ambler,Ambler,GA,None,0%,"24,342","2,120",1971,2342,2368,2110,2023,2365,2354,2371,1988,2330
572,AL,AK,VEE,Venetie,Venetie,GA,None,0%,"24,542","2,413",2183,2447,3186,2523,2120,1993,1774,1788,1863,2252
573,AL,AK,6R7,Old Harbor,Old Harbor,GA,None,0%,"31,184","2,913",2870,3010,3239,3177,3226,3282,2946,2620,2266,1635
574,NM,UT,CNY,Moab,Canyonlands Field,GA,None,0%,"56,025","9,259",7048,7955,9181,2701,3982,2870,2843,3586,3078,3522
575,GL,IL,GBG,Galesburg,Galesburg Municipal,GA,None,0%,"2,170",101,29,0,54,2,5,107,511,851,1,509
576,AL,AK,ADK,Adak (Naval) Station/Mitchell Field,Adak,GA,None,0%,"21,225","2,194",2023,2245,1897,2097,1907,1989,2102,1859,1262,1650
577,WP,GU,UAM,"Andersen,Mariana Island",Andersen AFB,GA,None,0%,"24,128","2,002",3024,1666,2166,3679,2452,1990,1608,1490,2343,1708
578,AL,AK,SHG,Shungnak,Shungnak,GA,None,0%,"24,657","2,232",2151,2181,1955,2238,2175,2626,2452,2643,2015,1989
579,AL,AK,FBK,Fairbanks/Ft Wainwright,Ladd AAF,GA,None,0%,"11,176",638,882,1032,106,563,408,1266,1539,2076,936,1730
580,SW,TX,TA80,Whitesboro,U U Ranch,GA,None,0%,0,0,,,,,,,,,,
582,WP,CA,MCE,Merced,Merced Regional/Macready Field,GA,None,0%,"47,480","2,018",2580,3724,3181,2051,1052,2173,6196,7885,8616,8004
581,SW,TX,AFW,Fort Worth,Fort Worth Alliance,GA,None,0%,"13,124","1,483",1230,1348,1309,1518,1222,634,1297,1282,1128,673
583,AL,AK,EDF,Anchorage,Elmendorf AFB,GA,None,0%,"37,014","4,527",1602,1160,7059,1701,4812,4152,1091,7866,2072,972
584,NM,WA,W39,Roche Harbor,Roche Harbor,GA,None,0%,"18,229","3,076",100,1298,2666,2727,3370,2919,2072,1,,
585,GL,IL,CPS,Cahokia,St Louis Downtown,GA,None,0%,"7,654","1,881",1847,244,111,429,26,1900,111,767,119,219
586,GL,IN,BMG,Bloomington,Monroe County,GA,None,0%,"14,978","1,940",918,1956,2036,1312,1313,1030,1293,1080,1306,794
587,NM,WA,TCM,Tacoma,McChord Field (Joint Base Lewis-McChord),GA,None,0%,"162,340","3,043",5489,14779,21553,12902,36269,13152,13310,13505,12137,16201
588,AL,AK,PGM,Port Graham,Port Graham,GA,None,0%,"29,305","2,072",1806,2012,2167,2738,2794,2916,2953,3363,3047,3437
589,AL,AK,TYE,Tyonek,Tyonek,GA,None,0%,"34,207","2,758",3023,3280,3203,2925,2806,2356,3260,3445,3631,3520
590,SW,OK,SWO,Stillwater,Stillwater Regional,GA,None,0%,"20,354","1,659",2008,2474,2441,1964,2021,2277,2230,1222,1717,341
591,WP,NV,LSV,Las Vegas,Nellis AFB,GA,None,0%,"30,615",976,2024,2725,3528,2726,3939,2880,2467,2993,3665,2692
592,AL,AK,WNA,Napakiak,Napakiak,GA,None,0%,"18,961","1,861",1815,1858,2075,1891,1482,1840,1828,1246,1454,1611
593,WP,HI,HNM,Hana,Hana,GA,None,0%,"22,157","1,783",623,209,157,132,682,1462,2622,4390,3898,6199
594,EA,NY,JHW,Jamestown,Chautauqua County/Jamestown,GA,None,0%,"51,448","3,222",3315,3173,3483,3679,3560,4415,4059,4180,7086,11276
595,SW,NM,CNM,Carlsbad,Cavern City Air Terminal,GA,None,0%,"32,757","1,758",2600,2776,2707,2606,3417,2207,2972,3929,4273,3512
596,SO,TN,MKL,Jackson,McKellar-Sipes Regional,GA,None,0%,"21,994","1,656",2775,2037,484,2545,1502,134,870,3501,2703,3787
597,AL,AK,GLV,Golovin,Golovin,GA,None,0%,"12,606","1,873",1606,2003,1916,1753,1617,1838,,,,
598,AL,AK,PKA,Napaskiak,Napaskiak,GA,None,0%,"18,240","2,321",1764,2298,2052,1868,1453,1321,1858,914,1386,1005
599,AL,AK,PIZ,Point Lay,Point Lay LRRS,GA,None,0%,"20,426","1,880",1999,1764,1759,1720,1669,1693,2172,2125,1943,1702
600,AL,AK,6A8,Allakaket,Allakaket,GA,None,0%,"24,333","1,851",1801,1938,2661,2482,2324,2304,2505,1969,2298,2200
601,CE,NE,CDR,Chadron,Chadron Municipal,GA,None,0%,"20,677",777,2244,2037,1980,1769,1875,2152,2457,2277,1625,1484
602,SO,AL,TCL,Tuscaloosa,Tuscaloosa Regional,GA,None,0%,"22,093","1,820",2539,2489,2406,2931,2200,1612,2030,1260,1497,1309
603,AL,AK,SXP,Sheldon Point,Sheldon Point,GA,None,0%,"16,381","1,940",1199,1271,1181,1351,1741,2103,1628,1391,1212,1364
604,NE,MA,CEF,Chicopee,Westover ARB/Metropolitan,GA,None,0%,"47,145","1,080",1891,1302,2976,2227,1422,15771,17839,2193,158,286
605,AL,AK,LKK,Kulik Lake,Kulik Lake,GA,None,0%,"15,562","1,691",1779,786,1777,1104,1648,1879,1518,1086,1125,1169
606,EA,PA,RDG,Reading,Reading Regional/Carl A Spaatz Field,GA,None,0%,"28,510","1,444",1621,1556,2184,1703,1640,2170,2191,2268,2445,9288
607,AL,AK,4K5,Ouzinkie,Ouzinkie,GA,None,0%,"24,037","1,897",1862,2535,3309,2784,2999,2071,1914,1695,1684,1287
608,AL,AK,WMO,White Mountain,White Mountain,GA,None,0%,"20,360","1,416",1270,1665,1551,1495,1389,1989,2516,2821,2123,2125
609,SO,AL,ANB,Anniston,Anniston Regional,GA,None,0%,"5,901",993,722,524,586,494,635,374,528,256,443,346
610,AL,AK,ARC,Arctic Village,Arctic Village,GA,None,0%,"18,764","1,707",1754,1782,1865,2047,1672,1597,1584,1547,1613,1596
611,SO,FL,HRT,Mary Esther,Hurlburt Field,GA,None,0%,"16,307",906,645,1777,2659,2802,1966,1835,2148,1569,,
612,SW,LA,BAD,Bossier City,Barksdale AFB,GA,None,0%,"12,574",521,1122,1452,1213,1434,1480,1093,1041,1020,1124,1074
613,AL,AK,5NN,Nondalton,Nondalton,GA,None,0%,"14,835","1,683",384,1115,1329,1202,366,1574,1679,2162,1304,2037
614,EA,PA,LNS,Lititz,Lancaster,GA,None,0%,"52,330","2,767",2495,5779,7575,6410,4333,1673,5637,7031,6101,2529
615,WP,CA,NKX,San Diego,Miramar MCAS/Mitscher Field,GA,None,0%,"30,771","2,126",2188,3770,1108,3366,1717,3342,3435,4306,1731,3682
616,AL,AK,KAL,Kaltag,Kaltag,GA,None,0%,"23,163","1,631",1645,1650,1969,2325,1945,2099,2268,2601,2452,2578
617,SO,SC,SSC,Sumter,Shaw AFB,GA,None,0%,"14,283","1,012",971,1442,1767,1722,1209,1725,719,1686,1008,1022
618,AL,AK,BTT,Bettles,Bettles,GA,None,0%,"18,033","2,035",2079,1756,1802,1403,1259,1463,1471,1569,1615,1581
619,EA,PA,FKL,Franklin,Venango Regional,GA,None,0%,"18,115","1,043",1456,1321,1284,1380,1455,681,1512,1978,2939,3066
620,CE,NE,AIA,Alliance,Alliance Municipal,GA,None,0%,"16,390",472,1426,1594,1730,1416,1395,1786,2010,1735,1396,1430
621,WP,CA,NZY,San Diego,North Island NAS /Halsey Field/,GA,None,0%,"18,334",655,429,969,620,2261,1348,2338,3964,1298,2966,1486
622,AL,AK,KVC,King Cove,King Cove,GA,None,0%,"29,738","2,360",2829,2306,3040,2718,2866,2647,2332,2783,2949,2908
623,AL,AK,GNU,Goodnews Bay,Goodnews,GA,None,0%,"16,566","1,410",1540,1539,1599,1649,1775,1532,1567,1286,1325,1344
624,AL,AK,7AK,Akutan,Akutan,GA,None,0%,"2,470","2,051",340,79,,,,,,,,
625,AL,AK,DEE,Deering,Deering,GA,None,0%,"17,976","1,571",1341,1462,1488,1291,1240,1417,2154,2517,1828,1667
626,AL,AK,BLG,Beluga,Beluga,GA,None,0%,"35,506","2,306",1734,3026,3065,2308,2410,2541,3951,6308,4407,3450
627,AL,AK,ORI,Port Lions,Port Lions,GA,None,0%,"23,542","1,910",1860,2237,2463,2257,2666,2386,2311,2162,1907,1383
628,AL,AK,MYU,Mekoryuk,Mekoryuk,GA,None,0%,"17,672","1,302",1365,1369,1464,1529,1641,1718,1736,1614,1860,2074
629,GL,IL,PWK,Wheeling,Chicago Executive,GA,None,0%,"17,259",841,4017,2147,1616,1708,602,1151,3986,660,278,253
630,SW,TX,SKF,San Antonio,Kelly Field,GA,None,0%,"46,516","2,363",7084,8152,9281,8880,1386,1991,1462,1797,2875,1245
631,NM,UT,VEL,Vernal,Vernal Regional,GA,None,0%,"46,594","4,352",8203,7370,5645,4461,3805,5474,3170,2252,1074,788
632,WP,CA,SUU,Fairfield,Travis AFB,GA,None,0%,"22,784",970,891,720,1814,2188,2835,2963,1643,1742,4014,3004
633,SO,FL,NQX,Key West,Key West NAS /Boca Chica Field/,GA,None,0%,"2,984",567,203,593,553,509,101,0,321,137,,
635,WP,CA,NTD,Point Mugu,Point Mugu NAS,GA,None,0%,"20,398",895,2148,638,1839,3109,2421,1670,2560,2187,1656,1275
634,SO,SC,NBC,Beaufort,Beaufort MCAS /Merritt Field/,GA,None,0%,"4,726","1,066",639,683,635,700,181,264,84,31,443,0
636,AL,AK,IWK,Wales,Wales,GA,None,0%,"16,077","1,376",1259,1376,1414,1321,1310,1362,1638,1863,1461,1697
637,AL,AK,TER,Teller,Teller,GA,None,0%,"15,920","1,198",927,1178,1339,1254,1203,1293,1948,2548,1644,1388
638,AL,AK,HCA,Holy Cross,Holy Cross,GA,None,0%,"18,160","1,323",1513,1416,1223,1155,1337,1551,2244,2042,2093,2263
639,AL,AK,KWF,Waterfall,Waterfall,GA,None,0%,"16,263","1,510",1175,1284,1148,1079,1158,2072,2237,1444,1498,1658
640,GL,ND,MIB,Minot,Minot AFB,GA,None,0%,"4,624",132,755,608,576,893,442,380,264,390,101,83
641,AL,AK,OBU,Kobuk,Kobuk,GA,None,0%,"14,517","1,342",1575,1525,1417,1255,1048,1176,1294,1385,1256,1244
642,AL,AK,PEC,Pelican,Pelican,GA,None,0%,"9,262",996,850,859,832,652,550,744,1011,998,949,821
643,WP,AZ,SDL,Scottsdale,Scottsdale,GA,None,0%,"22,893","1,233",1971,1618,95,1025,1365,2770,4974,266,4798,2778
644,SW,OK,TIK,Oklahoma City,Tinker AFB,GA,None,0%,"10,666","1,043",917,1153,1242,1406,1426,1241,1090,843,305,0
645,SO,KY,BWG,Bowling Green,Bowling Green-Warren County Regional,GA,None,0%,"6,866",876,908,750,784,409,751,591,411,273,591,522
646,NM,UT,LGU,Logan,Logan-Cache,GA,None,0%,"6,818",803,1189,1076,1075,1176,785,698,,,10,6
647,SO,GA,AHN,Athens,Athens/Ben Epps,GA,None,0%,"54,447","2,476",2488,1941,1655,5751,5335,3449,6187,6738,7680,10747
648,NE,MA,BAF,Westfield,Westfield-Barnes Regional,GA,None,0%,"2,993","1,035",252,448,273,366,84,419,25,19,55,17
649,GL,MN,TVF,Thief River Falls,Thief River Falls Regional,GA,None,0%,"31,917",363,2079,2819,2418,2479,2721,3092,3373,3392,4611,4570
650,NM,UT,UT25,Monument Valley,Monument Valley,GA,None,0%,"41,367",849,2766,1184,859,1707,6904,9987,34,5788,6056,5233
651,SW,TX,07TA,Danbury,Salaika Aviation,GA,None,0%,"4,510","1,000",1000,260,500,250,,,400,400,500,200
652,AL,AK,HUS,Hughes,Hughes,GA,None,0%,"12,317",966,1092,1023,1182,1225,1253,1104,1148,1137,1188,999
653,AL,AK,TOG,Togiak Village,Togiak,GA,None,0%,"21,458","1,489",943,1555,1638,2312,1704,1992,1886,3119,2137,2683
654,CE,NE,OFF,Omaha,Offutt AFB,GA,None,0%,"10,649","1,095",955,1130,1275,1234,1048,1293,1189,456,888,86
656,NE,CT,DXR,Danbury,Danbury Municipal,GA,None,0%,"5,740",798,42,13,874,406,,,20,3271,302,14
655,GL,SD,ATY,Watertown,Watertown Regional,GA,None,0%,"69,490","2,016",4350,6254,8984,7814,5824,4975,5158,6212,9161,8742
657,SO,TN,MQY,Smyrna,Smyrna,GA,None,0%,"10,100","1,249",1279,705,1557,1187,998,504,763,1217,348,293
658,AL,AK,EII,Egegik,Egegik,GA,None,0%,"13,869","1,168",1429,1211,1241,1305,1213,1182,1159,1283,1352,1326
659,AL,AK,HYL,Hollis,Hollis Clark Bay,GA,None,0%,"16,618","1,326",1360,1577,1650,1965,1820,1661,1274,948,1346,1691
660,AL,AK,KYU,Koyukuk,Koyukuk,GA,None,0%,"11,669","1,031",847,860,1009,1254,1098,1103,1018,1305,1043,1101
661,SO,NC,RWI,Rocky Mount,Rocky Mount-Wilson Regional,GA,None,0%,"3,945",807,841,786,969,1,3,68,310,90,17,53
662,AL,AK,9K2,Kokhanok,Kokhanok,GA,None,0%,"13,916","1,063",881,1208,1277,887,900,1313,1765,1610,1167,1845
663,SW,LA,ARA,New Iberia,Acadiana Regional,GA,None,0%,"7,283","2,944",3066,833,67,20,181,150,9,0,13,0
664,SW,AR,FYV,Fayetteville,Drake Field,GA,None,0%,"12,017","1,435",1279,1500,945,1091,1022,1480,1344,744,441,736
665,AL,AK,PTH,Port Heiden,Port Heiden,GA,None,0%,"10,929",746,730,1072,1189,1037,964,919,1017,1073,981,1201
666,AL,AK,TKE,Tenakee Springs,Tenakee,GA,None,0%,"8,566",634,798,657,689,645,617,639,696,890,1197,1104
667,GL,MI,GLR,Gaylord,Gaylord Regional,GA,None,0%,"14,028","8,000",31,600,625,642,1166,714,9,817,757,667
668,GL,SD,HON,Huron,Huron Regional,GA,None,0%,"20,160","1,005",1783,1650,1681,2016,2170,2365,2699,1705,1534,1552
669,WP,HI,NGF,Kaneohe,Kaneohe Bay MCAS (Marion E Carl Field),GA,None,0%,"7,796",784,1535,3045,541,253,249,0,,,158,1231
670,SO,FL,CRG,Jacksonville,Jacksonville Executive at Craig,GA,None,0%,"1,064",2,105,4,,,43,358,25,444,67,16
671,AL,AK,IGG,Igiugig,Igiugig,GA,None,0%,"7,749",622,320,604,944,594,642,774,631,786,912,920
672,AL,AK,ANV,Anvik,Anvik,GA,None,0%,"11,198",817,962,875,911,814,885,897,1408,1128,1179,1322
673,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,GA,None,0%,"59,758","1,490",2345,4160,7812,8680,6897,5061,5508,6482,6157,5166
674,AL,AK,AKK,Akhiok,Akhiok,GA,None,0%,"12,378","1,243",955,1115,991,1209,1356,1220,1054,1190,1153,892
675,AL,AK,KGX,Grayling,Grayling,GA,None,0%,"12,848",972,920,937,1025,1005,918,1106,1363,1555,1418,1629
676,SO,MS,GLH,Greenville,Greenville Mid-Delta,GA,None,0%,"75,295","1,650",3029,5181,7417,6609,6290,6310,8216,8796,10364,11433
677,NM,WY,WRL,Worland,Worland Municipal,GA,None,0%,"28,913","1,125",2818,2795,3070,2737,2650,2996,3722,2616,1947,2437
678,NM,WA,MWH,Moses Lake,Grant County International,GA,None,0%,"22,433",188,132,602,356,1442,2920,1369,730,4966,4822,4906
679,AL,AK,PPC,Prospect Creek,Prospect Creek,GA,None,0%,"7,016",466,631,740,546,639,640,662,555,767,675,695
680,GL,SD,RCA,Rapid City,Ellsworth AFB,GA,None,0%,"8,985",723,462,288,904,389,1214,886,1088,574,512,1945
681,GL,MI,BIV,Holland,West Michigan Regional,GA,None,0%,"10,288","1,541",941,1732,2256,450,591,24,2057,567,71,58
682,GL,MI,CVX,Charlevoix,Charlevoix Municipal,GA,None,0%,"166,958","5,626",16929,21309,16852,14966,15427,17854,16544,14133,14549,12769
683,NM,WA,6S9,Stehekin,Stehekin State,GA,None,0%,"2,633","1,439",,,1194,0,,,,,,
684,GL,MI,VLL,Troy,Oakland/Troy,GA,None,0%,"1,003",430,37,0,17,10,12,34,34,98,133,198
685,AL,AK,WBQ,Beaver,Beaver,GA,None,0%,"10,634",946,943,1051,1021,1061,853,1003,838,897,1023,998
686,SO,GA,WRB,Warner Robins,Robins AFB,GA,None,0%,"15,873","1,618",1485,1049,1088,1892,2162,2133,1415,1658,917,456
687,NM,WA,WA13,Chelan,Seaplane Landing Area,GA,None,0%,"2,515","1,347",,,1168,0,,,,,,
688,AL,AK,PTU,Platinum,Platinum,GA,None,0%,"9,919",924,961,1045,1139,1354,1467,1020,634,361,483,531
689,AL,AK,CIK,Chalkyitsik,Chalkyitsik,GA,None,0%,"9,814",762,770,906,985,777,936,795,907,784,1030,1162
690,SO,GA,LSF,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,None,0%,"98,599",291,3413,8527,8999,13582,20607,13702,15074,1389,6789,6226
691,AL,AK,SHX,Shageluk,Shageluk,GA,None,0%,"11,359",753,921,697,634,739,884,901,1462,1461,1499,1408
692,SO,GA,VAD,Valdosta,Moody AFB,GA,None,0%,"6,811",306,941,514,642,648,932,1160,208,761,515,184
693,AL,AK,GBH,Galbraith Lake,Galbraith Lake,GA,None,0%,"10,876",466,582,796,719,878,1288,1352,1175,1297,1229,1094
694,WP,WK,AWK,Wake Island,Wake Island Airfield,GA,None,0%,"4,073",508,295,325,340,392,383,260,371,479,649,71
695,NM,ID,MUO,Mountain Home,Mountain Home AFB,GA,None,0%,"8,010",800,453,819,1043,524,934,1086,925,792,634,0
696,SW,OK,CSM,Burns Flat,Clinton-Sherman,GA,None,0%,"1,482",124,,,236,68,91,897,23,43,,
697,SO,FL,COF,Cocoa Beach,Patrick AFB,GA,None,0%,"7,842",943,808,753,889,553,,,929,1160,991,816
698,WP,CA,NJK,El Centro,El Centro NAF,GA,None,0%,"7,614",264,2762,2284,250,293,695,569,333,93,71,0
699,AL,AK,ELV,Elfin Cove,Elfin Cove,GA,None,0%,"5,265",546,453,426,358,305,265,196,314,326,340,1736
700,NM,WA,CLM,Port Angeles,William R Fairchild International,GA,None,0%,"118,513","4,233",2085,5853,8242,10616,13340,12672,14838,15866,19347,11421
701,SO,NC,HKY,Hickory,Hickory Regional,GA,None,0%,"12,939",588,124,30,,,87,112,64,335,11530,69
702,AL,AK,MBA,Manokotak,Manokotak,GA,None,0%,"120,145","9,437",11903,12363,11828,12409,13570,13393,10869,10620,5194,8559
703,NM,WA,OKH,Oak Harbor,Aj Eisenberg,GA,None,0%,"14,265",0,4,25,16,11,6,4714,5739,3750,,
704,WP,AZ,DMA,Tucson,Davis Monthan AFB,GA,None,0%,"4,135",299,173,620,269,304,615,397,253,423,469,313
705,AL,AK,4K0,Pedro Bay,Pedro Bay,GA,None,0%,"6,767",634,90,444,590,541,220,678,1271,609,695,995
706,AL,AK,PNP,Pilot Point,Pilot Point,GA,None,0%,"7,973",510,644,575,692,834,736,738,678,673,818,1075
707,EA,PA,PNE,Philadelphia,Northeast Philadelphia,GA,None,0%,"4,553",183,1224,222,350,312,479,410,507,165,252,449
708,NM,WA,NUW,Oak Harbor,Whidbey Island NAS /Ault Field,GA,None,0%,"8,962",432,685,901,806,707,1161,491,929,1275,1028,547
709,GL,MI,DET,Detroit,Coleman A Young Municipal,GA,None,0%,"2,431",373,288,69,54,181,45,342,255,313,176,335
710,NM,UT,HIF,Ogden,Hill AFB,GA,None,0%,"11,751","1,011",148,458,937,1696,1572,1251,1497,923,1256,1002
711,SW,TX,EFD,Houston,Ellington,GA,None,0%,"46,554",983,1299,1010,1032,1206,1022,1924,2003,1727,3964,30384
712,AL,AK,EAA,Eagle,Eagle,GA,None,0%,"8,103",596,551,656,638,734,922,621,697,697,1265,726
713,SO,AL,27AL,Tuskegee,Little Texas,GA,None,0%,738,0,,,,,725,13,,,,
714,CE,KS,GLD,Goodland,Renner Field /Goodland Municipal/,GA,None,0%,"2,929",0,8,493,565,141,72,849,603,186,4,8
715,SO,KY,PBX,Pikeville,Pike County-Hatcher Field,GA,None,0%,318,141,16,6,15,12,9,60,14,14,26,5
716,NM,MT,32S,Stevensville,Stevensville,GA,None,0%,"2,192",500,300,0,,,500,500,302,0,15,75
717,AL,AK,PBV,St. George,St George,GA,None,0%,"6,365",496,372,440,523,643,610,604,637,722,671,647
718,AL,AK,RMP,Rampart,Rampart,GA,None,0%,"2,504",283,248,257,176,224,159,224,198,220,250,265
719,AL,AK,CJX,Crooked Creek,Crooked Creek,GA,None,0%,"7,330",404,386,362,716,549,616,701,867,822,900,1007
720,AL,AK,KCL,Chignik Flats,Chignik Lagoon,GA,None,0%,"5,678",257,330,529,675,648,596,566,538,485,537,517
721,AL,AK,KNW,New Stuyahok,New Stuyahok,GA,None,0%,"10,024",694,672,780,1288,838,725,993,1031,816,883,1304
722,AL,AK,CLP,Clarks Point,Clarks Point,GA,None,0%,"6,256",495,339,441,567,454,375,497,432,479,992,1185
723,SW,AR,LRF,Jacksonville,Little Rock AFB,GA,None,0%,"7,042",308,799,1322,964,789,468,622,922,525,226,97
724,SO,FL,MCF,Tampa,MacDill AFB,GA,None,0%,"6,312",468,490,670,873,1089,695,621,596,423,220,167
725,CE,IA,CIN,Carroll,Arthur N Neu,GA,None,0%,"2,615",2,151,0,1,0,468,511,409,350,360,363
726,AL,AK,WSB,Steamboat Bay,Steamboat Bay,GA,None,0%,581,334,163,79,2,0,3,0,,,,
727,NM,WA,S31,Lopez,Lopez Island,GA,None,0%,"5,810",658,60,445,750,891,1098,1015,707,0,10,176
728,AL,AK,JZZ,Koliganek,Koliganek,GA,None,0%,"5,927",616,405,461,663,572,385,481,606,624,540,574
729,SO,MS,UOX,Oxford,University-Oxford,GA,None,0%,"2,424",521,582,503,563,8,54,97,22,22,45,7
730,GL,WI,VOK,Camp Douglas,Volk Field,GA,None,0%,"70,610",191,102,268,5978,10888,16834,10645,7416,7067,5280,5941
731,WP,CA,VNY,Van Nuys,Van Nuys,GA,None,0%,"21,843",431,2104,6058,1018,432,1134,1312,2072,4772,1992,518
732,AL,AK,6K8,Tok,Tok Junction,GA,None,0%,589,553,,,,,36,0,,,,
733,EA,VA,APH,Fort A. P. Hill,A.P. Hill AAF (Fort A P Hill),GA,None,0%,0,0,,,,,,,,,,
734,AL,AK,OUL,Nelson Lagoon,Nelson Lagoon,GA,None,0%,"3,334",300,305,247,316,449,371,290,302,250,242,262
735,SW,OK,MLC,McAlester,McAlester Regional,GA,None,0%,272,0,2,259,,,,,4,0,7,0
736,SO,AL,AUO,Auburn,Auburn University Regional,GA,None,0%,"3,429",317,586,1686,582,6,27,68,103,5,39,10
737,WP,AZ,CHD,Chandler,Chandler Municipal,GA,None,0%,"3,648",294,734,766,476,8,119,20,,,1231,0
738,SW,OK,HHW,Hugo,Stan Stamper Municipal,GA,None,0%,878,0,,,543,0,,,332,3,,
739,SO,NC,INT,Winston-Salem,Smith Reynolds,GA,None,0%,"14,655",539,531,511,474,1558,2530,2102,1003,808,1220,3379
740,AL,AK,AHP,Port Alexander,Port Alexander,GA,None,0%,"1,511",0,16,266,176,146,189,139,183,173,223,0
741,NM,WY,SHR,Sheridan,Sheridan County,GA,None,0%,"156,124","8,613",14126,12889,13324,14146,14181,17710,21323,13654,13760,12398
742,EA,PA,AGC,West Mifflin,Allegheny County,GA,None,0%,"5,344",749,566,1245,408,129,728,278,556,168,238,279
743,SW,OK,TQH,Tahlequah,Tahlequah Municipal,GA,None,0%,504,0,,,,,,,504,0,,
744,CE,NE,MCK,McCook,McCook Ben Nelson Regional,GA,None,0%,"21,161",401,1978,1623,1810,1993,1677,1848,3031,2446,2269,2085
