LocID,ALIAS,Facility Type,FAA REGION,STATE,AP Type,Latitude,Longitude,ARPElevation,Runway_ct
PWC,,Airport,AGL,MN,Public Use,46.724788,-94.3817,1295,1
RC0,,Airport,ANM,MT,Public Use,46.727149,-113.657593,3547,1
PUW,Pullman-Moscow Regional Airport,Airport,ANM,WA,Public Use,46.743861,-117.109583,2554,1
87B,,Airport,ANE,ME,Public Use,46.760278,-68.480833,608,2
Y19,Mandan Municipal Airport,Airport,AGL,ND,Public Use,46.767972,-100.894361,1944,2
BIS,Bismarck Municipal Airport,Airport,AGL,ND,Federalized/Commercial,46.772722,-100.74575,1661,2
8U6,Terry Airport,Airport,ANM,MT,Public Use,46.777139,-105.313111,2283,1
2P4,,Airport,AGL,MI,Public Use,46.784917,-88.577833,,
4R5,Madeline Island Airport,Airport,AGL,WI,Public Use,46.788667,-90.758722,648,1
S70,,Airport,ANM,WA,Public Use,46.794862,-119.079219,1148,1
DIK,Dickinson Municipal Airport,Airport,AGL,ND,Public Use,46.797333,-102.801861,2592,2
D57,Glen Ullin Municipal Airport,Airport,AGL,ND,Public Use,46.812783,-101.860156,2091,1
DTL,Detroit Lakes Airport,Airport,AGL,MN,Public Use,46.825167,-95.885583,1397,2
7Y3,Backus Municipal Airport,Airport,AGL,MN,Public Use,46.826904,-94.50722,1355,1
8W9,,Airport,ANM,WA,Public Use,46.832683,-123.091419,149,1
JKJ,Moorhead Municipal Airport,Airport,AGL,MN,Public Use,46.839278,-96.664028,918,1
DLH,Duluth International Airport,Airport,AGL,MN,Federalized/Commercial,46.842083,-92.193639,1427,2
OGM,,Airport,AGL,MI,Public Use,46.845472,-89.367083,665,1
5N8,Casselton Regional Airport,Airport,AGL,ND,Public Use,46.853944,-97.207861,933,1
S94,Port Of Whitman Business Airport,Airport,ANM,WA,Public Use,46.858707,-117.414081,2181,1
CAR,Caribou Municipal Airport,Airport,ANE,ME,Public Use,46.871639,-68.018194,620,2
2W3,Swanson Airport,Airport,ANM,WA,Public Use,46.871667,-122.257222,843,1
04Y,,Airport,AGL,MN,Public Use,46.883821,-96.35026,1209,1
,,Airport,AGL,ND,Public Use,46.896111,-102.356472,,
14S,Westport Airport,Airport,ANM,WA,Public Use,46.896951,-124.100745,14,1
PKD,Park Rapids Municipal Airport,Airport,AGL,MN,Public Use,46.900694,-95.073111,1444,2
D54,,Airport,AGL,ND,Public Use,46.900801,-96.918695,896,1
MSO,Missoula Int'l Airport,Airport,ANM,MT,Federalized/Commercial,46.916306,-114.090556,3206,2
FAR,Hector Int'l Airport,Airport,AGL,ND,Federalized/Commercial,46.92065,-96.815764,901,3
20U,Beach Field,Airport,AGL,ND,Public Use,46.925167,-103.982056,2755,1
JMS,Jamestown Regional Airport,Airport,AGL,ND,Federalized/Commercial,46.929722,-98.678194,1499,2
BAC,Barnes County Municipal Airport,Airport,AGL,ND,Public Use,46.941185,-98.018018,1401,4
S69,Lincoln Airport,Airport,ANM,MT,Public Use,46.954703,-112.650217,4603,1
07Y,Quadna Mountain Airport,Airport,AGL,MN,Public Use,46.955806,-93.597444,1289,1
2S4,,Airport,ANM,WA,Public Use,46.965815,-119.066332,1276,1
OLM,Olympia Municipal Airport,Airport,ANM,WA,Public Use,46.969404,-122.902545,207,2
HQM,Bowerman Airport,Airport,ANM,WA,Public Use,46.971194,-123.936556,17,1
7S2,,Airport,ANM,MT,Public Use,46.976667,-108.365,2989,1
0S0,Lind Airport,Airport,ANM,WA,Public Use,46.976842,-118.587231,1507,1
XVG,Longville Municipal Airport,Airport,AGL,MN,Public Use,46.989917,-94.203639,1336,1
4W8,Elma Municipal Airport,Airport,ANM,WA,Public Use,46.99054,-123.429656,35,1
44T,,Airport,ANM,WA,Public Use,46.992389,-122.827833,213,1
W04,Ocean Shores Municipal Airport,Airport,ANM,WA,Public Use,46.99922,-124.142383,15,1
21W,,Airport,ANM,WA,Public Use,47.013139,-121.533667,2650,1
9M0,,Airport,AGL,MN,Public Use,47.014936,-92.168242,1370,3
ELN,Bowers Field,Airport,ANM,WA,Public Use,47.033028,-120.530694,1763,2
TWM,Richard B Helgeson Airport,Airport,AGL,MN,Public Use,47.049139,-91.745222,1073,2
LWT,Lewistown Municipal Airport,Airport,ANM,MT,Public Use,47.04925,-109.466694,4170,3
52Y,Remer Municipal Airport,Airport,AGL,MN,Public Use,47.068009,-93.914124,1350,1
3B8,,Airport,ANM,WA,Public Use,47.070389,-122.371083,445,1
S44,Spanaway Airport,Airport,ANM,WA,Public Use,47.086887,-122.431395,385,1
PLU,Pierce County Airport-Thun Field,Airport,ANM,WA,Public Use,47.103917,-122.287194,537,1
8U1,,Airport,ANM,MT,Public Use,47.104164,-107.503428,3180,1
1A2,,Airport,AGL,ND,Public Use,47.111088,-97.207309,973,1
33S,Pru Field,Airport,ANM,WA,Public Use,47.123453,-118.389328,1801,1
S16,,Airport,ANM,WA,Public Use,47.124808,-124.184621,1,1
GDV,Dawson Community Airport,Airport,ANM,MT,Public Use,47.138722,-104.807222,2458,2
W37,,Airport,ANM,WA,Public Use,47.141487,-122.560959,235,1
W20,Moses Lake Municipal Airport,Airport,ANM,WA,Public Use,47.142004,-119.237882,1203,1
M49,,Airport,AGL,MN,Public Use,47.143015,-95.528918,1499,1
S64,Stanford Airport,Airport,ANM,MT,Public Use,47.146796,-110.229943,4327,2
05B,,Airport,ANE,ME,Public Use,47.158932,-67.931968,440,1
Y49,,Airport,AGL,MN,Public Use,47.159481,-94.645347,1348,1
9S4,,Airport,ANM,MT,Public Use,47.168259,-114.853741,2787,1
CMX,Houghton County Memorial Airport,Airport,AGL,MI,Public Use,47.168417,-88.489061,1095,2
64G,,Airport,AGL,ND,Public Use,47.170194,-97.481917,1218,1
M35,,Airport,ANM,MT,Public Use,47.17438,-113.480079,3993,1
2W1,,Airport,ANM,WA,Public Use,47.177581,-120.852661,1800,1
23S,Seeley Lake Airport,Airport,ANM,MT,Public Use,47.181944,-113.445222,4256,1
92B,,Airport,ANE,ME,Public Use,47.193096,-68.231426,581,2
S93,Cle Elum Municipal Airport,Airport,ANM,WA,Public Use,47.194259,-120.883419,1944,1
MWH,Grant County Int'l Airport,Airport,ANM,WA,Public Use,47.208583,-119.319139,1188,5
GPZ,Grand Rapids/Itasca County Airport,Airport,AGL,MN,Public Use,47.210139,-93.509917,1355,3
80T,,Airport,ANM,WA,Public Use,47.211611,-119.839833,1271,1
15S,,Airport,ANM,WA,Public Use,47.215111,-121.462316,1693,2
SHN,Sanderson Field,Airport,ANM,WA,Public Use,47.233556,-123.147556,272,1
73S,,Airport,ANM,WA,Public Use,47.235534,-117.04375,2520,1
72S,Rosalia Municipal Airport,Airport,ANM,WA,Public Use,47.236568,-117.421379,2170,1
BFW,Silver Bay Municipal Airport,Airport,AGL,MN,Public Use,47.249028,-91.415583,1088,1
95D,Beulah Field,Airport,AGL,ND,Public Use,47.250841,-101.814058,1791,1
ESW,Easton State Airport,Airport,ANM,WA,Public Use,47.254184,-121.185532,2226,1
D00,,Airport,AGL,MN,Public Use,47.260468,-96.400264,954,1
3N8,,Airport,AGL,MN,Public Use,47.260504,-95.928087,1245,2
TIW,Tacoma Narrows Airport,Airport,ANM,WA,Public Use,47.267944,-122.578111,294,1
FVE,Northern Aroostook Regional Airport,Airport,ANE,ME,Public Use,47.2855,-68.312722,987,1
HZE,Hazen Municipal Airport,Airport,AGL,ND,Public Use,47.289944,-101.580972,1814,1
EPH,Ephrata Municipal Airport,Airport,ANM,WA,Public Use,47.308072,-119.516914,1276,3
5U0,,Airport,ANM,MT,Public Use,47.320861,-109.941917,3594,1
52S,St Ignatius Airport,Airport,ANM,MT,Public Use,47.325,-114.080833,3006,1
S72,St Maries Municipal Airport,Airport,ANM,ID,Public Use,47.325811,-116.576678,2131,1
S50,Auburn Municipal Airport,Airport,ANM,WA,Public Use,47.327684,-122.226655,63,1
JDN,,Airport,ANM,MT,Public Use,47.32875,-106.952689,2666,1
S36,Crest Airpark,Airport,ANM,WA,Public Use,47.337097,-122.103536,472,1
43D,,Airport,ANM,WA,Public Use,47.347583,-118.67725,1737,1
5C8,Washburn Municipal Airport,Airport,AGL,ND,Public Use,47.351167,-101.025889,1908,2
3H4,Hillsboro Municipal Airport,Airport,AGL,ND,Public Use,47.359408,-97.060416,906,1
5C3,,Airport,AGL,MN,Public Use,47.375389,-94.79875,1389,1
HIB,Range Regional Airport,Airport,AGL,MN,Public Use,47.386583,-92.838972,1353,2
9Y1,,Airport,AGL,ND,Public Use,47.392791,-102.770742,2256,1
4W0,,Airport,ANM,WA,Public Use,47.395369,-121.536472,1636,1
EAT,Pangborn Memorial Airport,Airport,ANM,WA,Federalized/Commercial,47.398089,-120.205737,1248,2
4U6,Circle Town County Airport,Airport,ANM,MT,Public Use,47.418333,-105.560889,2441,2
S32,Cooperstown Municipal Airport,Airport,AGL,ND,Public Use,47.422774,-98.105871,1424,1
5W1,,Airport,ANM,WA,Public Use,47.424867,-119.115016,1440,1
EVM,Eveleth-Virginia Municipal Airport,Airport,AGL,MN,Public Use,47.425111,-92.498083,1376,2
SEA,Seattle-Tacoma Int'l Airport,Airport,ANM,WA,Federalized/Commercial,47.449889,-122.311778,432,3
46D,,Airport,AGL,ND,Public Use,47.451111,-99.151333,1606,1
2S1,Vashon Municipal Airport,Airport,ANM,WA,Public Use,47.458589,-122.474194,316,2
9Y5,,Airport,AGL,MN,Public Use,47.459649,-92.476573,1376,3
7G2,,Airport,AGL,ND,Public Use,47.46222,-100.48735,1900,1
3U5,,Airport,ANM,MT,Public Use,47.463417,-112.380111,4145,1
S34,Plains Airport,Airport,ANM,MT,Public Use,47.473556,-114.907083,2467,1
D56,Mayville Municipal Airport,Airport,AGL,ND,Public Use,47.474985,-97.333702,977,1
3U7,Benchmark Airport,Airport,ANM,MT,Public Use,47.482028,-112.872306,5434,1
GTF,Great Falls Int'l Airport,Airport,ANM,MT,Federalized/Commercial,47.482654,-111.37061,3680,3
37N,,Airport,AGL,ND,Public Use,47.48271,-101.408185,1723,1
PWT,Bremerton National Airport,Airport,ANM,WA,Public Use,47.49025,-122.764806,443,1
RNT,Renton Municipal Airport,Airport,ANM,WA,Public Use,47.493139,-122.21575,32,1
96M,,Airport,AGL,MN,Public Use,47.499674,-94.94528,1370,1
W36,,Airport,ANM,WA,Public Use,47.499822,-122.219289,14,1
91N,,Airport,AGL,ND,Public Use,47.509442,-100.915977,1916,1
BJI,Bemidji Regional Airport,Airport,AGL,MN,Federalized/Commercial,47.510722,-94.934722,1391,2
8S2,Cashmere-Dryden Airport,Airport,ANM,WA,Public Use,47.514744,-120.484656,858,1
7Y4,,Airport,AGL,MN,Public Use,47.524956,-95.360848,1500,1
BFI,Boeing Field/King Co Int'l Airport,Airport,ANM,WA,Public Use,47.53,-122.301972,21,2
S04,,Airport,ANM,MT,Public Use,47.538826,-113.720368,3686,1
S83,Shoshone County Airport,Airport,ANM,ID,Public Use,47.547261,-116.189064,2227,1
9S7,,Airport,ANM,MT,Public Use,47.551648,-109.377679,3311,1
D14,,Airport,AGL,MN,Public Use,47.551917,-96.292194,1135,1
9Y0,,Airport,AGL,MN,Public Use,47.558221,-93.869954,1372,1
7S0,Ronan Airport,Airport,ANM,MT,Public Use,47.567173,-114.101072,3085,1
THM,,Airport,ANM,MT,Public Use,47.573315,-115.280607,2466,1
FSE,,Airport,AGL,MN,Public Use,47.59282,-95.773499,1278,1
5U8,,Airport,ANM,MT,Public Use,47.596528,-110.266139,3178,1
S09,,Airport,ANM,MT,Public Use,47.612437,-114.613463,2763,1
MT3,,Airport,ANM,MT,Public Use,47.616667,-108.848056,2950,1
GEG,Spokane Int'l Airport,Airport,ANM,WA,Federalized/Commercial,47.619028,-117.535222,2385,2
7U8,,Airport,ANM,MT,Public Use,47.626417,-105.079583,2494,1
0W0,,Airport,ANM,WA,Public Use,47.627598,-122.331794,14,1
W55,,Airport,ANM,WA,Public Use,47.628987,-122.338738,14,1
5U5,Fairfield Airport,Airport,ANM,MT,Public Use,47.633833,-111.981194,3991,2
68S,,Airport,ANM,WA,Public Use,47.653546,-118.168784,2421,2
D05,Garrison Municipal Airport,Airport,AGL,ND,Public Use,47.655959,-101.436931,1936,2
2S5,Waterville Airport,Airport,ANM,WA,Public Use,47.656004,-120.056463,2645,1
8W5,,Airport,ANM,WA,Public Use,47.656414,-122.733138,525,1
D24,,Airport,AGL,ND,Public Use,47.659724,-99.660956,1619,1
S76,,Airport,ANM,ID,Public Use,47.672128,-116.786022,2125,2
SFF,Felts Field Municipal Airport,Airport,ANM,WA,Public Use,47.682944,-117.322417,1956,3
8S1,Polson Airport,Airport,ANM,MT,Public Use,47.695444,-114.185278,2940,2
8J7,Tomlinson Field,Airport,AGL,ND,Public Use,47.696387,-99.131229,1533,1
SDY,Sidney-Richland Municipal Airport,Airport,ANM,MT,Public Use,47.706861,-104.192556,1985,2
S88,,Airport,ANM,WA,Public Use,47.710936,-121.339056,1002,1
4V4,Northwood Municipal Airport,Airport,AGL,ND,Public Use,47.724233,-97.590422,1118,1
83Q,,Airport,ANM,WA,Public Use,47.733983,-122.64737,0,1
2S8,Wilbur Airport,Airport,ANM,WA,Public Use,47.753389,-118.743917,2183,1
S60,,Airport,ANM,WA,Public Use,47.75482,-122.259293,14,2
8M6,,Airport,AGL,ND,Public Use,47.770273,-98.184931,1473,2
COE,Coeur D'alene Airport,Airport,ANM,ID,Public Use,47.774306,-116.819583,2320,2
WH0,,Airport,ANM,MT,Public Use,47.779444,-109.078611,3100,1
FOZ,Bigfork Municipal Airport,Airport,AGL,MN,Public Use,47.783934,-93.650994,1351,1
70S,,Airport,ANM,WA,Public Use,47.787187,-117.358183,1905,1
5H4,Harvey Municipal Airport,Airport,AGL,ND,Public Use,47.791222,-99.93175,1607,1
S25,Watford City Municipal Airport,Airport,AGL,ND,Public Use,47.796583,-103.255194,2111,2
8W3,Mansfield Airport,Airport,ANM,WA,Public Use,47.809386,-119.636929,2272,1
12D,Tower Municipal Airport,Airport,AGL,MN,Public Use,47.818156,-92.286067,1369,2
27W,Lake Wenatchee State Airport,Airport,ANM,WA,Public Use,47.819414,-120.719894,1939,1
CQM,Cook Municipal Airport,Airport,AGL,MN,Public Use,47.822088,-92.690538,1329,2
0G5,,Airport,AGL,MN,Public Use,47.822833,-90.407306,1635,2
ELO,Ely Municipal Airport,Airport,AGL,MN,Public Use,47.824013,-91.829321,1456,1
D81,Red Lake Falls Municipal Airport,Airport,AGL,MN,Public Use,47.824967,-96.257826,1061,1
CII,Choteau Airport,Airport,ANM,MT,Public Use,47.828347,-112.168336,3946,2
S77,,Airport,ANM,ID,Public Use,47.837416,-116.263513,3002,1
CKC,,Airport,AGL,MN,Public Use,47.838333,-90.382944,1798,1
CKN,Crookston Municipal Airport,Airport,AGL,MN,Public Use,47.841657,-96.621454,900,3
79S,Fort Benton Airport,Airport,ANM,MT,Public Use,47.845108,-110.636481,2868,2
BB0,,Airport,ANM,MT,Public Use,47.845556,-109.186944,3150,1
5U1,,Airport,ANM,MT,Public Use,47.847194,-111.698278,3699,1
BW8,,Airport,ANM,MT,Public Use,47.847778,-109.099444,3100,1
0S1,,Airport,ANM,MT,Public Use,47.849361,-113.417417,3993,1
5U6,,Airport,ANM,MT,Public Use,47.862528,-104.071417,2152,1
S10,Lake Chelan Airport,Airport,ANM,WA,Public Use,47.86601,-119.942702,1263,1
S86,,Airport,ANM,WA,Public Use,47.870657,-121.792342,282,1
W16,First Air Airport,Airport,ANM,WA,Public Use,47.871364,-121.995244,50,1
LC0,,Airport,ANM,MT,Public Use,47.885278,-109.022778,3150,1
43Y,Northome Municipal Airport,Airport,AGL,MN,Public Use,47.888103,-94.258713,1430,2
S43,Harvey Airfield,Airport,ANM,WA,Public Use,47.904867,-122.102745,22,2
2L1,,Airport,AGL,ND,Public Use,47.906934,-97.640643,1130,1
PAE,Paine Field-Snohomish Co Airport,Airport,ANM,WA,Public Use,47.906987,-122.281572,607,3
3W7,Grand Coulee Dam Airport,Airport,ANM,WA,Public Use,47.922046,-119.083015,1588,1
Y74,Hankins Field,Airport,AGL,ND,Public Use,47.936401,-102.142114,2032,1
UIL,Quillayute State Airport,Airport,ANM,WA,Public Use,47.936583,-124.562634,193,1
S18,Forks Airport,Airport,ANM,WA,Public Use,47.937718,-124.395921,299,1
GFK,Grand Forks Int'l Airport,Airport,AGL,ND,Federalized/Commercial,47.947267,-97.173781,844,16
CW0,,Airport,ANM,MT,Public Use,47.9475,-109.008056,3300,1
8U4,,Airport,ANM,MT,Public Use,47.958281,-113.559256,3672,1
05D,New Town Municipal Airport,Airport,AGL,ND,Public Use,47.966959,-102.477958,1923,1
DEW,Deer Park Airport,Airport,ANM,WA,Public Use,47.967056,-117.428583,2211,2
6D3,Maddock Municipal Airport,Airport,AGL,ND,Public Use,47.977787,-99.527078,1600,1
C72,,Airport,ANM,WA,Public Use,47.983226,-117.542728,2150,2
37S,,Airport,ANM,MT,Public Use,48.004833,-106.477889,2290,2
ORB,Orr Regional Airport,Airport,AGL,MN,Public Use,48.015922,-92.856051,1312,1
W10,Whidbey Air Park,Airport,ANM,WA,Public Use,48.017512,-122.437728,271,1
5L0,Lakota Municipal Airport,Airport,AGL,ND,Public Use,48.028917,-98.32575,1511,1
Y99,,Airport,AGL,ND,Public Use,48.030568,-101.953223,2105,1
0S9,Jefferson County Int'l Airport,Airport,ANM,WA,Public Use,48.053806,-122.810639,110,1
53U,,Airport,ANM,MT,Public Use,48.060472,-114.001167,3072,1
TVF,Thief River Falls Regional Airport,Airport,AGL,MN,Public Use,48.065667,-96.185,1118,2
8U2,,Airport,ANM,MT,Public Use,48.087453,-113.250914,4856,1
OLF,Lyman M Clayton Airport,Airport,ANM,MT,Public Use,48.0945,-105.575056,1989,1
W28,Sequim Valley Airport,Airport,ANM,WA,Public Use,48.098148,-123.187123,151,2
S97,,Airport,ANM,WA,Public Use,48.104868,-119.720613,917,1
DVL,Devils Lake Municipal Airport,Airport,AGL,ND,Public Use,48.114583,-98.908333,1469,2
CLM,William R Fairchild Int'l Airport,Airport,ANM,WA,Public Use,48.120194,-123.499694,291,2
PO1,Poplar Airport,Airport,ANM,MT,Public Use,48.134417,-105.162139,2037,2
VWU,Waskish Municipal Airport,Airport,AGL,MN,Public Use,48.151,-94.516361,1181,1
S85,Big Sky Field,Airport,ANM,MT,Public Use,48.153333,-104.504056,1953,1
AWO,Arlington Municipal Airport,Airport,ANM,WA,Public Use,48.16075,-122.159028,141,2
3U8,,Airport,ANM,MT,Public Use,48.164528,-110.110111,2699,2
S01,Conrad Airport,Airport,ANM,MT,Public Use,48.168197,-111.976398,3544,2
ISN,Sloulin Field Int'l Airport,Airport,AGL,ND,Public Use,48.177939,-103.642347,1981,2
S27,Kalispell City Airport,Airport,ANM,MT,Public Use,48.178569,-114.303741,2932,1
1S6,Priest River Municipal Airport,Airport,ANM,ID,Public Use,48.190694,-116.909778,2187,1
D37,Warren Municipal Airport,Airport,AGL,MN,Public Use,48.191167,-96.711306,888,2
7Y9,Big Falls Municipal Airport,Airport,AGL,MN,Public Use,48.200516,-93.762376,1232,2
GGW,Wokal Field-Glasgow Int'l Airport,Airport,ANM,MT,Public Use,48.212472,-106.614778,2295,2
S96,,Airport,ANM,ID,Public Use,48.216593,-116.360738,2062,1
OKH,Wes Lupien Oak Harbor Airport,Airport,ANM,WA,Public Use,48.251528,-122.673667,193,1
13W,,Airport,ANM,WA,Public Use,48.256944,-122.436194,145,1
MOT,Minot Int'l Airport,Airport,AGL,ND,Federalized/Commercial,48.257639,-101.278028,1715,2
1S2,Darrington Municipal Airport,Airport,ANM,WA,Public Use,48.258613,-121.610204,553,1
11S,Sekiu Airport,Airport,ANM,WA,Public Use,48.266116,-124.313965,355,1
CDD,,Airport,AGL,MN,Public Use,48.266572,-92.483491,1119,2
D06,,Airport,AGL,ND,Public Use,48.283321,-97.392021,820,1
S59,,Airport,ANM,MT,Public Use,48.283833,-115.490222,2605,1
D31,Leeds Municipal Airport,Airport,AGL,ND,Public Use,48.284999,-99.403469,1508,1
3G2,,Airport,AGL,MN,Public Use,48.294083,-95.625972,1177,1
SZT,Sandpoint Airport,Airport,ANM,ID,Public Use,48.299528,-116.560139,2131,1
7S7,,Airport,ANM,MT,Public Use,48.300149,-112.251141,3826,3
08D,Stanley Municipal Airport,Airport,AGL,ND,Public Use,48.300799,-102.406351,2245,1
GPI,Glacier Park Int'l Airport,Airport,ANM,MT,Public Use,48.310472,-114.256,2976,2
B70,,Airport,ANM,MT,Public Use,48.313871,-111.109141,3023,1
1S9,Sand Canyon Airport,Airport,ANM,WA,Public Use,48.31408,-117.74339,2084,1
6S9,Stehekin State Airport,Airport,ANM,WA,Public Use,48.345778,-120.720806,1230,1
2S0,Twisp Municipal Airport,Airport,ANM,WA,Public Use,48.350585,-120.093951,1602,1
D61,Towner Municipal Airport,Airport,AGL,ND,Public Use,48.358332,-100.392079,1484,3
S35,,Airport,ANM,WA,Public Use,48.361918,-119.56756,1042,1
M75,Malta Airport,Airport,ANM,MT,Public Use,48.366944,-107.919333,2254,1
D60,Tioga Municipal Airport,Airport,AGL,ND,Public Use,48.380278,-102.897361,2270,2
6U5,,Airport,ANM,MT,Public Use,48.386917,-107.067889,2220,3
RUG,Rugby Municipal Airport,Airport,AGL,ND,Public Use,48.390359,-100.024274,1549,1
Y37,Park River Municipal Airport,Airport,AGL,ND,Public Use,48.394083,-97.780778,1104,2
GAF,Grafton Municipal Airport,Airport,AGL,ND,Public Use,48.404722,-97.370944,824,2
58S,,Airport,ANM,MT,Public Use,48.40802,-114.299576,3066,1
13Y,,Airport,AGL,MN,Public Use,48.416611,-93.586272,1145,1
S52,Methow Valley State Airport,Airport,ANM,WA,Public Use,48.424948,-120.145886,1706,1
D41,Stephen Municipal Airport,Airport,AGL,MN,Public Use,48.458312,-96.862839,830,1
OMK,,Airport,ANM,WA,Public Use,48.464417,-119.518056,1304,1
BVS,Skagit Regional Airport,Airport,ANM,WA,Public Use,48.470889,-122.420861,145,2
9D7,Cando Municipal Airport,Airport,AGL,ND,Public Use,48.480028,-99.236389,1481,1
57S,,Airport,ANM,MT,Public Use,48.480221,-115.903507,2017,1
U09,,Airport,ANM,MT,Public Use,48.481108,-108.769046,2374,2
21H,,Airport,ANM,WA,Public Use,48.483158,-122.684618,0,1
S31,Lopez Island Airport,Airport,ANM,WA,Public Use,48.483913,-122.937681,209,1
74S,Anacortes Airport Terminal,Airport,ANM,WA,Public Use,48.4985,-122.6625,241,1
LTY,Liberty County Airport,Airport,ANM,MT,Public Use,48.510722,-110.990864,3184,2
4U4,,Airport,ANM,MT,Public Use,48.5135,-109.064667,2589,2
81W,,Airport,ANM,WA,Public Use,48.516489,-122.917956,0,1
66S,Cavanaugh Bay Airport,Airport,ANM,ID,Public Use,48.518667,-116.822194,2484,1
FHR,Friday Harbor Airport,Airport,ANM,WA,Public Use,48.521972,-123.024361,112,1
3W5,Concrete Municipal Airport,Airport,ANM,WA,Public Use,48.529838,-121.758249,267,2
W33,,Airport,ANM,WA,Public Use,48.537322,-123.009624,0,2
D28,,Airport,ANM,ID,Public Use,48.538889,-116.832222,2438,1
SBX,Shelby Airport,Airport,ANM,MT,Public Use,48.540694,-111.87125,3442,2
HVR,Havre City/County Airport,Airport,ANM,MT,Public Use,48.542972,-109.762333,2592,2
63S,Colville Municipal Airport,Airport,ANM,WA,Public Use,48.543889,-117.883889,1882,1
INL,Falls Int'l Airport,Airport,AGL,MN,Public Use,48.565583,-93.402167,1185,2
48S,Harlem Airport,Airport,ANM,MT,Public Use,48.566083,-108.773444,2643,2
67S,,Airport,ANM,ID,Public Use,48.574,-116.958583,2611,1
23D,,Airport,AGL,MN,Public Use,48.579143,-96.541987,1025,1
S71,Edgar G Obie Airport,Airport,ANM,MT,Public Use,48.592111,-109.250611,2416,1
8S0,,Airport,ANM,MT,Public Use,48.601,-113.115306,4657,1
09I,,Airport,AGL,MN,Public Use,48.605833,-93.370833,1110,2
W39,Roche Harbor Airport,Airport,ANM,WA,Public Use,48.608155,-123.159631,0,2
CTB,Cut Bank Municipal Airport,Airport,ANM,MT,Public Use,48.608354,-112.376154,3857,2
D29,,Airport,AGL,ND,Public Use,48.618535,-97.177028,798,1
4S5,St Thomas Municipal Airport,Airport,AGL,ND,Public Use,48.626378,-97.439248,837,1
W49,,Airport,ANM,WA,Public Use,48.645659,-122.867961,0,2
W12,Lost River Resort Airport,Airport,ANM,WA,Public Use,48.649584,-120.502044,2415,1
2H9,Rolette Airport,Airport,AGL,ND,Public Use,48.665277,-99.853199,1623,1
7K5,Kenmare Municipal Airport,Airport,AGL,ND,Public Use,48.667583,-102.047594,1962,1
S23,,Airport,ANM,WA,Public Use,48.708054,-117.413012,2109,2
ORS,Orcas Island Airport,Airport,ANM,WA,Public Use,48.708335,-122.9106,34,1
R49,,Airport,ANM,WA,Public Use,48.718206,-118.656471,2522,3
W01,,Airport,ANM,WA,Public Use,48.724868,-119.465635,1311,1
65S,Boundary County Airport,Airport,ANM,ID,Public Use,48.725972,-116.295167,2337,1
BDE,Baudette Int'l Airport,Airport,AGL,MN,Public Use,48.728444,-94.612222,1085,2
0W7,,Airport,ANM,WA,Public Use,48.735611,-122.340028,307,1
HCO,Hallock Municipal Airport,Airport,AGL,MN,Public Use,48.752731,-96.943003,820,1
D55,,Airport,AGL,ND,Public Use,48.753139,-98.393694,1608,2
HBC,Mohall Municipal Airport,Airport,AGL,ND,Public Use,48.768383,-101.536995,1649,1
2C8,Cavalier Municipal Airport,Airport,AGL,ND,Public Use,48.783722,-97.631972,892,1
PWD,Sherwood Airport,Airport,ANM,MT,Public Use,48.789,-104.522972,2264,2
BLI,Bellingham Int'l Airport,Airport,ANM,WA,Federalized/Commercial,48.792694,-122.537528,170,1
9S2,,Airport,ANM,MT,Public Use,48.807722,-105.439472,2434,1
5B4,,Airport,AGL,ND,Public Use,48.809749,-102.245445,1955,1
D09,Bottineau Municipal Airport,Airport,AGL,ND,Public Use,48.830528,-100.417306,1680,2
09S,,Airport,ANM,WA,Public Use,48.840895,-117.283986,2614,1
49S,,Airport,ANM,MT,Public Use,48.848222,-113.429278,4518,1
9U0,Turner Airport,Airport,ANM,MT,Public Use,48.854154,-108.408263,3051,2
ROX,Roseau Municipal Airport,Airport,AGL,MN,Public Use,48.856,-95.697083,1060,2
6U6,Hogeland Airport,Airport,ANM,MT,Public Use,48.860139,-108.660944,3139,2
S00,Opheim Airport,Airport,ANM,MT,Public Use,48.866692,-106.417254,3264,3
06D,Rolla Municipal Airport,Airport,AGL,ND,Public Use,48.884417,-99.62075,1822,2
8U5,,Airport,ANM,MT,Public Use,48.886664,-111.921703,3406,2
D49,,Airport,AGL,ND,Public Use,48.898643,-102.792121,1930,1
D64,,Airport,AGL,ND,Public Use,48.913076,-101.033722,1492,1
D50,Crosby Municipal Airport,Airport,AGL,ND,Public Use,48.928516,-103.297251,1950,2
96D,Walhalla Municipal Airport,Airport,AGL,ND,Public Use,48.940572,-97.902775,953,1
RRT,Warroad Int'l Airfield,Airport,AGL,MN,Public Use,48.941472,-95.348472,1075,2
PMB,Pembina Municipal Airport,Airport,AGL,ND,Public Use,48.9425,-97.240833,795,1
38W,,Airport,ANM,WA,Public Use,48.955896,-122.458118,106,1
0S7,Dorothy Scott Airport,Airport,ANM,WA,Public Use,48.958965,-119.411962,1064,1
88M,,Airport,ANM,MT,Public Use,48.968417,-115.079417,2672,1
1RL,,Airport,ANM,WA,Public Use,48.977139,-123.079222,11,1
1S1,,Airport,ANM,ID,Public Use,48.990472,-116.502056,1758,1
S28,Int'l Peace Garden Airfield,Airport,AGL,ND,Public Use,48.997782,-100.043459,2314,1
